Drug Name,Current Indication,Possible Repurposed Use,Repurposing Score (%),Molecular Formula,Mechanism of Action,Side Effects,Approval Year,Generic Name,Brand Name,Side Effect Prediction (AI/ML),Pharmacokinetics (ADME),Clinical Trial Data,Preclinical Studies,Pathway Analysis,Dosage Forms,Recommended Dosage,Marketed By,Half-Life (t½) (hours),AI Predicted Repurposing Potential,AI-Based Drug-Drug Interaction Risk,Bioavailability,Absorption Rate,Metabolism Type,AI-Powered Personalized Medicine Suitability
Aspirin,Fever,Anti-Aging,58.73,C9H8O4,AMPK Activator,"Headache, Rash",1987,Atorvastatin Calcium,Advil,High Risk,Liver Metabolism,Phase 4,No Preclinical Data,Dopaminergic Pathway,Injection,50mg daily,Novartis,6,High,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Partially Suitable
Metformin,Blood Thinner,Weight Loss,76.12,C4H11N5,NSAID,Acid Reflux,1965,Omeprazole,Advil,High Risk,Renal Excretion,Phase 3,Animal Testing,Dopaminergic Pathway,Tablet,250mg every 8 hours,Pfizer,6,High,Low Risk,High (>80%),Fast,Gut,Not Suitable
Ibuprofen,Hypertension,Cancer Therapy,46.4,C13H18O2,HMG-CoA Reductase Inhibitor,"Headache, Rash",1996,Metformin Hydrochloride,Prilosec,High Risk,Slow Metabolism,Ongoing,No Preclinical Data,Immune Response Pathway,Tablet,500mg twice a day,Novartis,24,High,Low Risk,High (>80%),Moderate,Renal,Not Suitable
Atorvastatin,Blood Thinner,Antiviral,33.84,C4H11N5,Proton Pump Inhibitor,"Headache, Rash",1971,Atorvastatin Calcium,Advil,High Risk,Rapid Absorption,Ongoing,In Vitro Studies,Serotonin Pathway,Syrup,500mg twice a day,Roche,48,Low,Moderate Risk,Moderate (50-80%),Slow,Enzyme-Specific,Suitable
Omeprazole,Blood Thinner,Anti-Aging,55.03,C33H35FN2O5,Proton Pump Inhibitor,Gastrointestinal Issues,1996,Omeprazole,Aspirin,High Risk,Renal Excretion,Phase 1,Toxicology Report,MAPK Pathway,Topical Gel,50mg daily,AstraZeneca,48,High,Low Risk,High (>80%),Moderate,Renal,Partially Suitable
Losartan,Hypertension,Cardiovascular Disease,88.57,C33H35FN2O5,AMPK Activator,Muscle Pain,1965,Atorvastatin Calcium,Prilosec,Moderate Risk,Slow Metabolism,Phase 1,In Vitro Studies,PI3K-AKT Pathway,Capsule,As prescribed,Roche,2,Low,Low Risk,Moderate (50-80%),Moderate,Renal,Suitable
Paracetamol,Fever,Autoimmune Disorders,34.47,C33H35FN2O5,AMPK Activator,Acid Reflux,1994,Acetylsalicylic Acid,Prilosec,Moderate Risk,High Bioavailability,Phase 3,In Vitro Studies,Dopaminergic Pathway,Capsule,250mg every 8 hours,Merck,24,Low,High Risk,Low (<50%),Moderate,Enzyme-Specific,Partially Suitable
Ranitidine,Pain Relief,Anti-Aging,55.25,C9H8O4,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1996,Omeprazole,Prilosec,Moderate Risk,Slow Metabolism,Completed,Toxicology Report,Immune Response Pathway,Syrup,500mg twice a day,AstraZeneca,24,Moderate,Low Risk,Low (<50%),Slow,Gut,Suitable
Simvastatin,Acid Reflux,Autoimmune Disorders,93.8,C17H19N3O3S,HMG-CoA Reductase Inhibitor,"Headache, Rash",1987,Ibuprofen,Glucophage,Low Risk,Liver Metabolism,Phase 3,No Preclinical Data,MAPK Pathway,Tablet,10mg once daily,Roche,6,Low,High Risk,Low (<50%),Slow,Enzyme-Specific,Partially Suitable
Levothyroxine,Cholesterol Control,Cardiovascular Disease,91.95,C33H35FN2O5,COX Inhibitor,"Nausea, Dizziness",1965,Atorvastatin Calcium,Aspirin,High Risk,High Bioavailability,Phase 2,Animal Testing,Immune Response Pathway,Tablet,250mg every 8 hours,Novartis,6,High,High Risk,Moderate (50-80%),Fast,Liver,Not Suitable
Aspirin,Hypertension,Autoimmune Disorders,50.32,C9H8O4,Proton Pump Inhibitor,"Headache, Rash",1996,Omeprazole,Prilosec,Moderate Risk,Slow Metabolism,Phase 1,Animal Testing,Immune Response Pathway,Tablet,50mg daily,Merck,48,High,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Not Suitable
Metformin,Blood Thinner,Parkinson's,81.23,C13H18O2,NSAID,Acid Reflux,1971,Omeprazole,Lipitor,High Risk,High Bioavailability,Phase 3,No Preclinical Data,Dopaminergic Pathway,Injection,250mg every 8 hours,Pfizer,6,Moderate,High Risk,High (>80%),Slow,Enzyme-Specific,Partially Suitable
Ibuprofen,Gastric Ulcer,Alzheimer's,65.07,C9H8O4,AMPK Activator,Muscle Pain,1965,Ibuprofen,Glucophage,Moderate Risk,Rapid Absorption,Phase 1,No Preclinical Data,Immune Response Pathway,Injection,500mg twice a day,Merck,48,High,Moderate Risk,Low (<50%),Fast,Renal,Partially Suitable
Atorvastatin,Blood Thinner,Anti-Aging,39.89,C33H35FN2O5,NSAID,Gastrointestinal Issues,1996,Acetylsalicylic Acid,Glucophage,Moderate Risk,Liver Metabolism,Phase 4,No Preclinical Data,PI3K-AKT Pathway,Capsule,As prescribed,Pfizer,12,Low,Moderate Risk,Moderate (50-80%),Moderate,Gut,Suitable
Omeprazole,Hypertension,Anti-Aging,83.01,C17H19N3O3S,COX Inhibitor,"Nausea, Dizziness",1971,Acetylsalicylic Acid,Glucophage,High Risk,Slow Metabolism,Ongoing,No Preclinical Data,MAPK Pathway,Capsule,50mg daily,Roche,12,Moderate,High Risk,Moderate (50-80%),Fast,Gut,Suitable
Losartan,Cholesterol Control,Autoimmune Disorders,75.97,C33H35FN2O5,Proton Pump Inhibitor,Acid Reflux,1987,Omeprazole,Prilosec,Low Risk,High Bioavailability,Phase 2,Animal Testing,Dopaminergic Pathway,Topical Gel,250mg every 8 hours,Merck,12,High,Low Risk,High (>80%),Slow,Renal,Not Suitable
Paracetamol,Pain Relief,Antiviral,56.2,C17H19N3O3S,COX Inhibitor,"Headache, Rash",1996,Atorvastatin Calcium,Lipitor,High Risk,Slow Metabolism,Ongoing,Toxicology Report,Dopaminergic Pathway,Capsule,500mg twice a day,Novartis,2,Low,High Risk,Low (<50%),Slow,Liver,Partially Suitable
Ranitidine,Pain Relief,Alzheimer's,56.83,C13H18O2,Proton Pump Inhibitor,"Nausea, Dizziness",1971,Atorvastatin Calcium,Lipitor,Moderate Risk,High Bioavailability,Phase 4,In Vitro Studies,Serotonin Pathway,Topical Gel,As prescribed,AstraZeneca,6,Moderate,Moderate Risk,Moderate (50-80%),Slow,Gut,Not Suitable
Simvastatin,Blood Thinner,Cancer Therapy,52.04,C33H35FN2O5,COX Inhibitor,Muscle Pain,1971,Ibuprofen,Aspirin,Low Risk,Rapid Absorption,Phase 2,No Preclinical Data,Dopaminergic Pathway,Topical Gel,250mg every 8 hours,AstraZeneca,6,High,Moderate Risk,High (>80%),Moderate,Gut,Not Suitable
Levothyroxine,Pain Relief,Parkinson's,74.6,C4H11N5,AMPK Activator,Muscle Pain,1996,Omeprazole,Advil,Moderate Risk,Liver Metabolism,Phase 4,No Preclinical Data,PI3K-AKT Pathway,Injection,10mg once daily,Pfizer,24,High,Moderate Risk,Low (<50%),Fast,Liver,Suitable
Aspirin,Diabetes,Cardiovascular Disease,93.94,C33H35FN2O5,COX Inhibitor,Acid Reflux,1994,Acetylsalicylic Acid,Aspirin,Low Risk,Slow Metabolism,Phase 2,In Vitro Studies,PI3K-AKT Pathway,Capsule,50mg daily,AstraZeneca,2,Low,High Risk,Moderate (50-80%),Slow,Enzyme-Specific,Suitable
Metformin,Gastric Ulcer,Migraine Treatment,73.16,C17H19N3O3S,Proton Pump Inhibitor,Muscle Pain,1996,Ibuprofen,Aspirin,Moderate Risk,Rapid Absorption,Phase 2,In Vitro Studies,MAPK Pathway,Capsule,As prescribed,Novartis,24,Low,High Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Not Suitable
Ibuprofen,Hypertension,Liver Disease,69.3,C9H8O4,HMG-CoA Reductase Inhibitor,"Headache, Rash",1965,Ibuprofen,Advil,Moderate Risk,Renal Excretion,Phase 2,No Preclinical Data,Dopaminergic Pathway,Syrup,As prescribed,Merck,12,High,Moderate Risk,Low (<50%),Moderate,Gut,Suitable
Atorvastatin,Thyroid Hormone Replacement,Migraine Treatment,81.34,C17H19N3O3S,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1965,Acetylsalicylic Acid,Lipitor,Moderate Risk,Rapid Absorption,Phase 3,Animal Testing,Serotonin Pathway,Topical Gel,50mg daily,Novartis,6,High,High Risk,Moderate (50-80%),Slow,Renal,Partially Suitable
Omeprazole,Hypertension,Migraine Treatment,46.11,C33H35FN2O5,NSAID,"Nausea, Dizziness",1971,Omeprazole,Advil,High Risk,Slow Metabolism,Phase 4,No Preclinical Data,Immune Response Pathway,Capsule,As prescribed,Novartis,6,High,Moderate Risk,Moderate (50-80%),Moderate,Gut,Partially Suitable
Losartan,Acid Reflux,Migraine Treatment,62.19,C9H8O4,AMPK Activator,Gastrointestinal Issues,1965,Metformin Hydrochloride,Advil,Low Risk,Liver Metabolism,Completed,In Vitro Studies,Dopaminergic Pathway,Tablet,250mg every 8 hours,Merck,2,Low,High Risk,Moderate (50-80%),Moderate,Renal,Not Suitable
Paracetamol,Blood Thinner,Weight Loss,54.55,C4H11N5,COX Inhibitor,Muscle Pain,1996,Omeprazole,Advil,Low Risk,Rapid Absorption,Phase 2,Animal Testing,Immune Response Pathway,Topical Gel,As prescribed,Pfizer,12,High,Moderate Risk,Low (<50%),Fast,Liver,Suitable
Ranitidine,Gastric Ulcer,Cardiovascular Disease,75.55,C13H18O2,COX Inhibitor,Acid Reflux,1996,Metformin Hydrochloride,Advil,Low Risk,Slow Metabolism,Completed,In Vitro Studies,Immune Response Pathway,Capsule,250mg every 8 hours,Pfizer,2,Moderate,High Risk,Low (<50%),Slow,Enzyme-Specific,Suitable
Simvastatin,Thyroid Hormone Replacement,Anti-Aging,67.76,C17H19N3O3S,AMPK Activator,Muscle Pain,1965,Acetylsalicylic Acid,Glucophage,Low Risk,Renal Excretion,Phase 2,In Vitro Studies,MAPK Pathway,Syrup,250mg every 8 hours,AstraZeneca,48,Low,Low Risk,Low (<50%),Moderate,Enzyme-Specific,Partially Suitable
Levothyroxine,Acid Reflux,Alzheimer's,49.33,C33H35FN2O5,Proton Pump Inhibitor,"Headache, Rash",1994,Metformin Hydrochloride,Lipitor,High Risk,Renal Excretion,Phase 4,Animal Testing,Serotonin Pathway,Tablet,As prescribed,Novartis,12,Moderate,Low Risk,Low (<50%),Fast,Gut,Partially Suitable
Aspirin,Gastric Ulcer,Anti-Aging,79.74,C17H19N3O3S,AMPK Activator,Gastrointestinal Issues,1987,Omeprazole,Advil,High Risk,Liver Metabolism,Ongoing,Toxicology Report,Immune Response Pathway,Injection,10mg once daily,Roche,2,Moderate,Moderate Risk,Low (<50%),Slow,Enzyme-Specific,Partially Suitable
Metformin,Acid Reflux,Parkinson's,89.25,C4H11N5,Proton Pump Inhibitor,Gastrointestinal Issues,1994,Acetylsalicylic Acid,Glucophage,Moderate Risk,Liver Metabolism,Phase 3,Toxicology Report,Dopaminergic Pathway,Syrup,500mg twice a day,Pfizer,6,Low,Low Risk,Low (<50%),Fast,Renal,Not Suitable
Ibuprofen,Gastric Ulcer,Liver Disease,49.54,C4H11N5,HMG-CoA Reductase Inhibitor,Acid Reflux,1996,Acetylsalicylic Acid,Advil,High Risk,Slow Metabolism,Completed,Animal Testing,MAPK Pathway,Tablet,500mg twice a day,Roche,6,Moderate,Low Risk,Moderate (50-80%),Moderate,Gut,Not Suitable
Atorvastatin,Hypertension,Alzheimer's,48.38,C33H35FN2O5,NSAID,Gastrointestinal Issues,1996,Acetylsalicylic Acid,Aspirin,High Risk,Rapid Absorption,Ongoing,Animal Testing,Serotonin Pathway,Tablet,50mg daily,Pfizer,6,Low,Moderate Risk,Low (<50%),Slow,Liver,Not Suitable
Omeprazole,Gastric Ulcer,Anti-Aging,54.79,C9H8O4,AMPK Activator,Gastrointestinal Issues,1971,Omeprazole,Glucophage,Moderate Risk,Slow Metabolism,Phase 1,Animal Testing,PI3K-AKT Pathway,Injection,500mg twice a day,Roche,12,Low,Low Risk,Low (<50%),Moderate,Enzyme-Specific,Suitable
Losartan,Blood Thinner,Cancer Therapy,87.48,C13H18O2,Proton Pump Inhibitor,Muscle Pain,1971,Atorvastatin Calcium,Advil,Moderate Risk,Slow Metabolism,Ongoing,In Vitro Studies,Immune Response Pathway,Topical Gel,50mg daily,Merck,6,Moderate,Low Risk,High (>80%),Moderate,Renal,Suitable
Paracetamol,Fever,Alzheimer's,61.97,C17H19N3O3S,NSAID,Gastrointestinal Issues,1971,Acetylsalicylic Acid,Aspirin,Low Risk,Renal Excretion,Phase 2,In Vitro Studies,Immune Response Pathway,Injection,50mg daily,AstraZeneca,6,High,High Risk,High (>80%),Moderate,Renal,Not Suitable
Ranitidine,Hypertension,Cardiovascular Disease,39.1,C4H11N5,AMPK Activator,"Nausea, Dizziness",1996,Ibuprofen,Advil,Moderate Risk,Slow Metabolism,Phase 1,In Vitro Studies,Immune Response Pathway,Injection,As prescribed,Pfizer,2,High,Moderate Risk,High (>80%),Moderate,Enzyme-Specific,Not Suitable
Simvastatin,Fever,Autoimmune Disorders,68.13,C4H11N5,Proton Pump Inhibitor,"Headache, Rash",1987,Acetylsalicylic Acid,Aspirin,Moderate Risk,Liver Metabolism,Completed,In Vitro Studies,MAPK Pathway,Tablet,250mg every 8 hours,AstraZeneca,12,Low,Low Risk,High (>80%),Slow,Enzyme-Specific,Suitable
Levothyroxine,Hypertension,Weight Loss,47.25,C33H35FN2O5,HMG-CoA Reductase Inhibitor,"Headache, Rash",1965,Metformin Hydrochloride,Advil,Moderate Risk,Rapid Absorption,Phase 1,Toxicology Report,Serotonin Pathway,Tablet,50mg daily,Novartis,48,Moderate,High Risk,High (>80%),Slow,Liver,Suitable
Aspirin,Diabetes,Anti-Aging,60.05,C13H18O2,COX Inhibitor,"Headache, Rash",1994,Ibuprofen,Lipitor,Low Risk,High Bioavailability,Phase 1,In Vitro Studies,PI3K-AKT Pathway,Tablet,10mg once daily,Novartis,24,High,High Risk,Low (<50%),Fast,Enzyme-Specific,Not Suitable
Metformin,Pain Relief,Liver Disease,59.28,C33H35FN2O5,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1965,Acetylsalicylic Acid,Aspirin,Low Risk,Renal Excretion,Phase 3,In Vitro Studies,Dopaminergic Pathway,Capsule,500mg twice a day,Novartis,24,Moderate,Low Risk,Low (<50%),Moderate,Renal,Not Suitable
Ibuprofen,Pain Relief,Liver Disease,73.72,C17H19N3O3S,COX Inhibitor,Gastrointestinal Issues,1971,Acetylsalicylic Acid,Glucophage,Low Risk,Slow Metabolism,Phase 1,In Vitro Studies,Immune Response Pathway,Injection,250mg every 8 hours,Roche,6,Low,Moderate Risk,High (>80%),Moderate,Renal,Partially Suitable
Atorvastatin,Thyroid Hormone Replacement,Antiviral,46.17,C17H19N3O3S,NSAID,Acid Reflux,1965,Acetylsalicylic Acid,Aspirin,Low Risk,Liver Metabolism,Phase 2,Animal Testing,Immune Response Pathway,Injection,10mg once daily,Pfizer,24,Moderate,Low Risk,Low (<50%),Moderate,Enzyme-Specific,Not Suitable
Omeprazole,Fever,Migraine Treatment,74.66,C13H18O2,NSAID,Muscle Pain,1965,Metformin Hydrochloride,Prilosec,Low Risk,Slow Metabolism,Ongoing,Toxicology Report,Immune Response Pathway,Capsule,500mg twice a day,Roche,12,Low,Moderate Risk,High (>80%),Slow,Gut,Suitable
Losartan,Pain Relief,Anti-Aging,75.18,C33H35FN2O5,Proton Pump Inhibitor,"Nausea, Dizziness",1965,Acetylsalicylic Acid,Prilosec,High Risk,Rapid Absorption,Phase 1,In Vitro Studies,Immune Response Pathway,Injection,50mg daily,Novartis,12,Low,Moderate Risk,High (>80%),Fast,Gut,Suitable
Paracetamol,Cholesterol Control,Alzheimer's,84.79,C17H19N3O3S,COX Inhibitor,"Nausea, Dizziness",1987,Atorvastatin Calcium,Aspirin,Low Risk,High Bioavailability,Phase 3,No Preclinical Data,MAPK Pathway,Capsule,10mg once daily,Roche,6,High,Low Risk,Low (<50%),Moderate,Renal,Partially Suitable
Ranitidine,Acid Reflux,Antiviral,60.35,C9H8O4,COX Inhibitor,Gastrointestinal Issues,1987,Ibuprofen,Prilosec,High Risk,High Bioavailability,Phase 4,Toxicology Report,MAPK Pathway,Injection,250mg every 8 hours,Merck,6,High,Low Risk,Low (<50%),Moderate,Gut,Suitable
Simvastatin,Fever,Migraine Treatment,87.81,C33H35FN2O5,COX Inhibitor,Gastrointestinal Issues,1994,Ibuprofen,Lipitor,Moderate Risk,Liver Metabolism,Phase 2,Toxicology Report,MAPK Pathway,Topical Gel,500mg twice a day,Merck,2,Moderate,Low Risk,High (>80%),Moderate,Renal,Suitable
Levothyroxine,Blood Thinner,Migraine Treatment,34.46,C17H19N3O3S,NSAID,Gastrointestinal Issues,1994,Acetylsalicylic Acid,Advil,High Risk,Liver Metabolism,Phase 2,In Vitro Studies,Immune Response Pathway,Topical Gel,500mg twice a day,Roche,48,Moderate,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Not Suitable
Aspirin,Thyroid Hormone Replacement,Alzheimer's,40.9,C33H35FN2O5,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1971,Metformin Hydrochloride,Advil,Moderate Risk,High Bioavailability,Ongoing,Toxicology Report,MAPK Pathway,Tablet,250mg every 8 hours,Merck,2,High,Moderate Risk,Low (<50%),Moderate,Enzyme-Specific,Not Suitable
Metformin,Cholesterol Control,Anti-Aging,53.98,C13H18O2,Proton Pump Inhibitor,"Headache, Rash",1994,Omeprazole,Advil,Low Risk,Liver Metabolism,Phase 3,Animal Testing,Serotonin Pathway,Syrup,50mg daily,Pfizer,6,Low,High Risk,High (>80%),Moderate,Liver,Not Suitable
Ibuprofen,Cholesterol Control,Alzheimer's,61.37,C17H19N3O3S,HMG-CoA Reductase Inhibitor,"Headache, Rash",1971,Ibuprofen,Lipitor,Moderate Risk,Renal Excretion,Phase 2,No Preclinical Data,PI3K-AKT Pathway,Syrup,10mg once daily,Roche,6,Moderate,Moderate Risk,High (>80%),Moderate,Enzyme-Specific,Partially Suitable
Atorvastatin,Acid Reflux,Cardiovascular Disease,71.14,C33H35FN2O5,Proton Pump Inhibitor,Acid Reflux,1996,Omeprazole,Lipitor,High Risk,Slow Metabolism,Phase 3,No Preclinical Data,Immune Response Pathway,Tablet,50mg daily,Pfizer,6,Low,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Suitable
Omeprazole,Diabetes,Cardiovascular Disease,56.64,C17H19N3O3S,Proton Pump Inhibitor,Acid Reflux,1971,Atorvastatin Calcium,Glucophage,Low Risk,Rapid Absorption,Phase 3,No Preclinical Data,Dopaminergic Pathway,Capsule,As prescribed,Novartis,12,High,Moderate Risk,Low (<50%),Slow,Liver,Partially Suitable
Losartan,Acid Reflux,Antiviral,51.03,C13H18O2,AMPK Activator,"Headache, Rash",1996,Ibuprofen,Prilosec,Low Risk,Slow Metabolism,Phase 3,No Preclinical Data,Dopaminergic Pathway,Syrup,As prescribed,Novartis,6,High,High Risk,High (>80%),Fast,Gut,Suitable
Paracetamol,Diabetes,Alzheimer's,46.99,C17H19N3O3S,HMG-CoA Reductase Inhibitor,"Headache, Rash",1996,Atorvastatin Calcium,Advil,Low Risk,Renal Excretion,Phase 1,Animal Testing,Serotonin Pathway,Tablet,50mg daily,AstraZeneca,48,High,High Risk,Moderate (50-80%),Moderate,Liver,Not Suitable
Ranitidine,Cholesterol Control,Anti-Aging,41.87,C4H11N5,Proton Pump Inhibitor,Acid Reflux,1965,Ibuprofen,Advil,High Risk,Renal Excretion,Phase 1,In Vitro Studies,Dopaminergic Pathway,Capsule,250mg every 8 hours,AstraZeneca,12,High,High Risk,High (>80%),Moderate,Liver,Partially Suitable
Simvastatin,Hypertension,Anti-Aging,66.56,C4H11N5,Proton Pump Inhibitor,"Headache, Rash",1996,Ibuprofen,Prilosec,Moderate Risk,Rapid Absorption,Ongoing,No Preclinical Data,Serotonin Pathway,Tablet,250mg every 8 hours,Pfizer,24,High,High Risk,Low (<50%),Moderate,Liver,Suitable
Levothyroxine,Gastric Ulcer,Alzheimer's,81.31,C9H8O4,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1994,Omeprazole,Lipitor,Moderate Risk,Slow Metabolism,Ongoing,Toxicology Report,Dopaminergic Pathway,Tablet,As prescribed,AstraZeneca,2,Low,Low Risk,Moderate (50-80%),Moderate,Renal,Not Suitable
Aspirin,Inflammation,Autoimmune Disorders,76.32,C4H11N5,Proton Pump Inhibitor,Gastrointestinal Issues,1994,Atorvastatin Calcium,Advil,High Risk,High Bioavailability,Ongoing,Toxicology Report,MAPK Pathway,Capsule,500mg twice a day,Novartis,2,Low,Low Risk,Moderate (50-80%),Slow,Enzyme-Specific,Suitable
Metformin,Inflammation,Alzheimer's,34.95,C17H19N3O3S,COX Inhibitor,Muscle Pain,1987,Acetylsalicylic Acid,Lipitor,High Risk,High Bioavailability,Ongoing,No Preclinical Data,Immune Response Pathway,Capsule,As prescribed,AstraZeneca,24,High,Low Risk,Moderate (50-80%),Moderate,Renal,Suitable
Ibuprofen,Gastric Ulcer,Parkinson's,80.77,C9H8O4,HMG-CoA Reductase Inhibitor,Acid Reflux,1996,Ibuprofen,Advil,Low Risk,High Bioavailability,Ongoing,Animal Testing,PI3K-AKT Pathway,Tablet,250mg every 8 hours,Novartis,2,Low,Low Risk,Low (<50%),Moderate,Enzyme-Specific,Suitable
Atorvastatin,Gastric Ulcer,Cancer Therapy,76.94,C17H19N3O3S,HMG-CoA Reductase Inhibitor,Acid Reflux,1996,Ibuprofen,Glucophage,Low Risk,Liver Metabolism,Phase 1,Animal Testing,Immune Response Pathway,Tablet,As prescribed,Pfizer,6,Low,High Risk,High (>80%),Moderate,Renal,Suitable
Omeprazole,Inflammation,Liver Disease,71.63,C33H35FN2O5,NSAID,Muscle Pain,1994,Omeprazole,Aspirin,High Risk,Slow Metabolism,Phase 2,Toxicology Report,MAPK Pathway,Injection,500mg twice a day,Novartis,12,High,Low Risk,Moderate (50-80%),Slow,Gut,Suitable
Losartan,Cholesterol Control,Antiviral,83.75,C33H35FN2O5,NSAID,Acid Reflux,1965,Ibuprofen,Prilosec,Low Risk,Rapid Absorption,Phase 4,Toxicology Report,Serotonin Pathway,Tablet,10mg once daily,Pfizer,48,Low,Low Risk,Moderate (50-80%),Moderate,Liver,Not Suitable
Paracetamol,Cholesterol Control,Autoimmune Disorders,89,C17H19N3O3S,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1965,Atorvastatin Calcium,Aspirin,Low Risk,Renal Excretion,Completed,No Preclinical Data,Dopaminergic Pathway,Syrup,250mg every 8 hours,Merck,12,Moderate,High Risk,Low (<50%),Moderate,Enzyme-Specific,Suitable
Ranitidine,Fever,Autoimmune Disorders,85.39,C17H19N3O3S,AMPK Activator,"Headache, Rash",1971,Omeprazole,Aspirin,Low Risk,Liver Metabolism,Phase 3,In Vitro Studies,Dopaminergic Pathway,Tablet,500mg twice a day,Pfizer,12,Moderate,Moderate Risk,Low (<50%),Slow,Renal,Suitable
Simvastatin,Hypertension,Antiviral,68.21,C9H8O4,HMG-CoA Reductase Inhibitor,Muscle Pain,1965,Omeprazole,Advil,Moderate Risk,Rapid Absorption,Completed,In Vitro Studies,MAPK Pathway,Topical Gel,As prescribed,AstraZeneca,12,High,Moderate Risk,Moderate (50-80%),Fast,Enzyme-Specific,Partially Suitable
Levothyroxine,Gastric Ulcer,Weight Loss,83.85,C4H11N5,Proton Pump Inhibitor,Muscle Pain,1987,Ibuprofen,Prilosec,Low Risk,High Bioavailability,Ongoing,Animal Testing,Immune Response Pathway,Tablet,10mg once daily,AstraZeneca,24,Moderate,Moderate Risk,Low (<50%),Fast,Renal,Suitable
Aspirin,Cholesterol Control,Cardiovascular Disease,34.43,C9H8O4,NSAID,"Nausea, Dizziness",1996,Metformin Hydrochloride,Glucophage,Moderate Risk,Liver Metabolism,Ongoing,Toxicology Report,PI3K-AKT Pathway,Capsule,500mg twice a day,Pfizer,2,High,High Risk,High (>80%),Slow,Renal,Not Suitable
Metformin,Gastric Ulcer,Autoimmune Disorders,85.69,C17H19N3O3S,AMPK Activator,Muscle Pain,1971,Omeprazole,Aspirin,High Risk,Rapid Absorption,Phase 3,Animal Testing,Immune Response Pathway,Topical Gel,500mg twice a day,Novartis,2,High,Low Risk,High (>80%),Fast,Renal,Not Suitable
Ibuprofen,Acid Reflux,Antiviral,48.57,C4H11N5,HMG-CoA Reductase Inhibitor,Acid Reflux,1971,Omeprazole,Lipitor,Low Risk,Liver Metabolism,Phase 2,Animal Testing,Dopaminergic Pathway,Topical Gel,As prescribed,Merck,48,Low,Low Risk,Moderate (50-80%),Slow,Renal,Suitable
Atorvastatin,Diabetes,Migraine Treatment,63.17,C4H11N5,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1971,Acetylsalicylic Acid,Lipitor,High Risk,Slow Metabolism,Phase 4,In Vitro Studies,PI3K-AKT Pathway,Topical Gel,250mg every 8 hours,Roche,6,Moderate,Moderate Risk,Low (<50%),Moderate,Renal,Partially Suitable
Omeprazole,Hypertension,Antiviral,30.7,C17H19N3O3S,AMPK Activator,"Nausea, Dizziness",1996,Omeprazole,Prilosec,Low Risk,Rapid Absorption,Ongoing,Animal Testing,PI3K-AKT Pathway,Injection,As prescribed,Merck,24,Low,Low Risk,Low (<50%),Slow,Liver,Partially Suitable
Losartan,Pain Relief,Autoimmune Disorders,62.94,C4H11N5,COX Inhibitor,Gastrointestinal Issues,1996,Metformin Hydrochloride,Lipitor,Low Risk,High Bioavailability,Phase 2,No Preclinical Data,Dopaminergic Pathway,Topical Gel,500mg twice a day,Merck,2,Moderate,High Risk,High (>80%),Slow,Gut,Not Suitable
